영업상태코드,영업상태명,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),영업장주변구분명,전화번호,주소,위도_user,경도_user
1,영업/정상,110020,서울특별시 종로구 홍지동 7-1 사범대학관 지하1층 A005,"서울특별시 종로구 홍지문2길 20, 상명대학교 사범대학관 지하1층 A005호 (홍지동)",3016.0,GS25 상명대사범관점,편의점,195960.546,455612.1227,,,서울특별시 종로구 홍지동 7-1 사범대학관 지하1층 A005,37.602823,126.9550432
1,영업/정상,153858,서울특별시 금천구 시흥동 901-14 지상1층,"서울특별시 금천구 시흥대로50길 26, 지상1층 (시흥동)",8630.0,세븐일레븐 시흥은행나무점,편의점,191401.2792,438819.4609,,,서울특별시 금천구 시흥동 901-14 지상1층,37.4514906,126.9036102
1,영업/정상,134-850,서울특별시 강동구 성내동 518-13 그린파크빌,"서울특별시 강동구 성내로15길 68, 1층 101,102호 (성내동, 그린파크빌)",5395.0,세븐일레븐 성일초교점,편의점,211402.0206,447571.0395,,,서울특별시 강동구 성내동 518-13 그린파크빌,37.5275462,127.1247409
1,영업/정상,133020,서울특별시 성동구 하왕십리동 1066 텐즈힐,"서울특별시 성동구 무학로 33, 151동 1층 102호 (하왕십리동, 텐즈힐)",4702.0,GS25 텐즈힐점,편의점,202401.066,451809.191,,,서울특별시 성동구 하왕십리동 1066 텐즈힐,37.5685653,127.0279662
1,영업/정상,134822,서울특별시 강동구 둔촌동 448-2 새얀빌,"서울특별시 강동구 진황도로 159, 1층 (둔촌동, 새얀빌)",5365.0,씨유(CU) 둔촌2동점,편의점,212472.6663,447753.4307,,,서울특별시 강동구 둔촌동 448-2 새얀빌,37.5319428,127.1419003
1,영업/정상,134811,서울특별시 강동구 길동 339-1 동서울오네뜨,"서울특별시 강동구 양재대로124길 32, 1층 101,102호 (길동, 동서울오네뜨)",5303.0,지에스25 길동오네뜨점,편의점,212624.8914,448937.8114,,,서울특별시 강동구 길동 339-1 동서울오네뜨,37.5425714,127.1436395
1,영업/정상,136833,서울특별시 성북구 장위동 238-122,서울특별시 성북구 장월로 113 (장위동),2756.0,세븐일레븐 장위드림점,편의점,204199.3712,457072.0086,,02-918-2306,서울특별시 성북구 장위동 238-122,37.6159761,127.0483514
1,영업/정상,151893,서울특별시 관악구 신림동 465-1,"서울특별시 관악구 관천로11길 41, 1층 (신림동)",8763.0,GS25 신림빌리지점,편의점,193087.8116,442416.6744,,02-866-0087,서울특별시 관악구 신림동 465-1,37.48391580000001,126.9226366
1,영업/정상,157924,서울특별시 강서구 화곡동 1068 1층,"서울특별시 강서구 강서로33길 103, 1층 (화곡동)",7711.0,세븐일레븐 화곡수명점,편의점,185282.383,448711.0326,,,서울특별시 강서구 화곡동 1068 1층,37.5405357,126.8342587
1,영업/정상,135240,서울특별시 강남구 개포동 1281 디에이치아너힐즈,"서울특별시 강남구 삼성로 11, 상가동 지하1층 B101호 (개포동, 디에이치아너힐즈)",6327.0,세븐일레븐 DH아너힐즈점,편의점,205932.2088,442443.2526,,02-529-8167,서울특별시 강남구 개포동 1281 디에이치아너힐즈,37.48411050000001,127.0675212
1,영업/정상,152823,서울특별시 구로구 고척동 43-41,"서울특별시 구로구 경인로47길 126-5, 103호 (고척동)",8218.0,이마트24 R고척중앙점,편의점,187845.3126,444723.3799,,,서울특별시 구로구 고척동 43-41,37.50464470000001,126.8633244
1,영업/정상,134864,서울특별시 강동구 천호동 449-49 힐탑프라자,"서울특별시 강동구 천호대로 1073, 힐탑프라자 105,106호 (천호동)",5340.0,씨유 강동힐탑점,편의점,211542.3141,448273.1141,,,서울특별시 강동구 천호동 449-49 힐탑프라자,37.5363339,127.1318582
1,영업/정상,157806,"서울특별시 강서구 가양동 1459 동신아파트,대아아파트 상가동 108호","서울특별시 강서구 강서로 532, 상가동 1층 108호 (가양동, 동신아파트,대아아파트)",7524.0,이마트24 동신한강타운점,편의점,186092.3564,452221.0086,,,"서울특별시 강서구 가양동 1459 동신아파트,대아아파트 상가동 108호",37.571504,126.8415938
1,영업/정상,135-502,서울특별시 강남구 대치동 1001-6,"서울특별시 강남구 영동대로86길 10, 1층 (대치동)",6174.0,세븐일레븐 대치코스모점,편의점,205670.4821,445065.7001,,02-3284-8129,서울특별시 강남구 대치동 1001-6,37.5077928,127.064922
1,영업/정상,122837,서울특별시 은평구 대조동 1-1,"서울특별시 은평구 통일로71길 24-1, 1층 (대조동)",3391.0,이마트24 불광에비뉴점,편의점,193496.4777,456706.4216,,,서울특별시 은평구 대조동 1-1,37.6126681,126.9271293
1,영업/정상,143867,서울특별시 광진구 자양동 635 1층,"서울특별시 광진구 자양로13길 99-1, 1층 (자양동)",5060.0,세븐일레븐 자양3호점,편의점,207001.2356,447801.9498,,,서울특별시 광진구 자양동 635 1층,37.5324373,127.0799988
1,영업/정상,135090,서울특별시 강남구 삼성동 189 래미안 라클래시,"서울특별시 강남구 삼성로 651, 지하1층 B02호 (삼성동, 래미안 라클래시)",6091.0,이마트24R청담라클래시점,편의점,,,,,서울특별시 강남구 삼성동 189 래미안 라클래시,37.51397499999999,127.0561274
1,영업/정상,158863,서울특별시 양천구 신정동 1150-41,"서울특별시 양천구 중앙로29길 11, 지하 2층 101, 103일부호 (신정동)",8076.0,지에스25 목동호반써밋점,편의점,186922.7734,446036.4747,,,서울특별시 양천구 신정동 1150-41,37.516463,126.8528674
1,영업/정상,135-884,서울특별시 강남구 수서동 715 수서오피스텔 103호,"서울특별시 강남구 광평로 281, 103호 (수서동, 수서오피스텔)",6349.0,세븐일레븐 수서효성점,편의점,209009.8641,442872.1606,,02-445-2945,서울특별시 강남구 수서동 715 수서오피스텔 103호,37.4880028,127.1026639
1,영업/정상,135-915,서울특별시 강남구 역삼동 673-24,"서울특별시 강남구 언주로93길 28-8, 1층 (역삼동)",6139.0,세븐일레븐 역삼코넬점,편의점,203433.7491,444631.056,,02-3284-8129,서울특별시 강남구 역삼동 673-24,37.50388760000001,127.0396225
1,영업/정상,121839,서울특별시 마포구 서교동 393 합정역,"서울특별시 마포구 양화로 지하 55, 합정역 지하2층 238-111호 (서교동)",4037.0,세븐일레븐 엠합정역점,편의점,192414.0269,449807.9788,,02-3284-8112,서울특별시 마포구 서교동 393 합정역,37.5508223,126.9150691
1,영업/정상,120808,서울특별시 서대문구 대현동 60-8,"서울특별시 서대문구 이화여대길 48, 1층 (대현동)",3764.0,CU이대정문점,편의점,195150.8579,450752.6027,,,서울특별시 서대문구 대현동 60-8,37.5590354,126.9459066
1,영업/정상,110320,서울특별시 종로구 낙원동 285,"서울특별시 종로구 삼일대로 423, 101,102호 (낙원동)",3163.0,씨유(CU) 낙원점,편의점,198817.8353,452227.6094,,,서울특별시 종로구 낙원동 285,37.5723373,126.9874061
1,영업/정상,122913,서울특별시 은평구 응암동 228-3,"서울특별시 은평구 백련산로4길 10, 1층 (응암동)",3476.0,이마트24 응암스카이점,편의점,193232.1268,454705.5331,,,서울특별시 은평구 응암동 228-3,37.59463849999999,126.9241539
1,영업/정상,110841,서울특별시 종로구 창신동 407-5 1층,"서울특별시 종로구 종로44길 80, 1층 (창신동)",3120.0,비엔(B.N),편의점,201226.4262,452040.3403,,,서울특별시 종로구 창신동 407-5 1층,37.5706501,127.0146706
1,영업/정상,130872,서울특별시 동대문구 회기동 60-138,"서울특별시 동대문구 회기로 118, 1층 (회기동)",2457.0,지에스25 카이스트원룸점,편의점,204315.4087,454335.9148,,,서울특별시 동대문구 회기동 60-138,37.5913239,127.0496498
1,영업/정상,130840,서울특별시 동대문구 장안동 335-10,"서울특별시 동대문구 답십리로 292-3, 1층 (장안동)",2637.0,이마트24장안빌리지점,편의점,206378.4559,452163.8075,,,서울특별시 동대문구 장안동 335-10,37.5717416,127.0729902
1,영업/정상,130821,서울특별시 동대문구 용두동 127-17 DW빌딩,"서울특별시 동대문구 천호대로 68, DW빌딩 1층 (용두동)",2588.0,씨유 용두동아점,편의점,202665.984,452376.8733,,,서울특별시 동대문구 용두동 127-17 DW빌딩,37.57367929999999,127.0309669
1,영업/정상,121866,서울특별시 마포구 연남동 365-6 에브리치빌딩,"서울특별시 마포구 연남로 75, 에브리치빌딩 1층 일부호 (연남동)",3975.0,세븐일레븐 연남라센트라점,편의점,192768.0855,451488.4769,,,서울특별시 마포구 연남동 365-6 에브리치빌딩,37.5656498,126.9189316
1,영업/정상,130821,서울특별시 동대문구 용두동 122-24,"서울특별시 동대문구 무학로26길 33, 지상1층 (용두동)",2588.0,GS25동대문신동아점,편의점,202809.8123,452358.7669,,,서울특별시 동대문구 용두동 122-24,37.5735157,127.032595
1,영업/정상,130835,서울특별시 동대문구 장안동 93-86,"서울특별시 동대문구 한천로46길 56-4, 1층 (장안동, GS25 편의점 내)",2514.0,GS25 휘경주공점,편의점,206236.4829,453256.4783,,,서울특별시 동대문구 장안동 93-86,37.5815874,127.0713924
1,영업/정상,122887,서울특별시 은평구 신사동 183-3 대영빌딩,"서울특별시 은평구 은평터널로 137, 대영빌딩 1층 (신사동)",3446.0,씨유 신사숭실,기타 휴게음식점,191592.2024,454356.599,,,서울특별시 은평구 신사동 183-3 대영빌딩,37.5914749,126.9056426
1,영업/정상,135856,서울특별시 강남구 도곡동 467-7 아카데미스위트,"서울특별시 강남구 언주로30길 21, A동 지상1층 105-2호 (도곡동, 아카데미스위트)",6292.0,지에스25(GS25) 도곡아카데미점,편의점,204538.1449,442942.8535,,,서울특별시 강남구 도곡동 467-7 아카데미스위트,37.4886722,127.0521024
1,영업/정상,136836,서울특별시 성북구 장위동 231-590,"서울특별시 성북구 장위로 38 (장위동, 1층)",2742.0,세븐일레븐 장위중앙점,기타 휴게음식점,203527.6716,456874.2474,,,서울특별시 성북구 장위동 231-590,37.6141971,127.0407425
1,영업/정상,130020,서울특별시 동대문구 전농동 150,서울특별시 동대문구 서울시립대로 160 (전농동),2505.0,세븐일레븐(시립대본점),패스트푸드,204749.4431,453456.2848,,,서울특별시 동대문구 전농동 150,37.5833964,127.0545586
1,영업/정상,137852,서울특별시 서초구 방배동 2133-0 1층,"서울특별시 서초구 동광로 9 (방배동,1층)",6560.0,세븐일레븐 방배아이파크점,편의점,198519.2938,443204.92,,02-594-3842,서울특별시 서초구 방배동 2133-0 1층,37.4910429,126.9840457
1,영업/정상,137823,"서울특별시 서초구 방배동 528-13 1호,2호","서울특별시 서초구 청두곶2길 3, 1층 1호,2호 (방배동)",6690.0,세븐일레븐 뉴서초방배점,편의점,198649.679,441836.5096,,02-3284-8112,"서울특별시 서초구 방배동 528-13 1호,2호",37.4787138,126.9855227
1,영업/정상,150841,서울특별시 영등포구 신길동 227-18,"서울특별시 영등포구 가마산로71길 21, 1층 (신길동)",7386.0,세븐일레븐 신길가마산로점,편의점,191952.5202,445073.8855,,,서울특별시 영등포구 신길동 227-18,37.507848,126.9097712
1,영업/정상,137808,"서울특별시 서초구 반포동 701-21 지하1층(b101,102호 편의점 일부)","서울특별시 서초구 주흥길 81, 지하1층 (반포동)",6533.0,씨유반포빌리지점,편의점,201537.4237,445254.7098,,,"서울특별시 서초구 반포동 701-21 지하1층(b101,102호 편의점 일부)",37.5095116,127.0181773
1,영업/정상,138855,서울특별시 송파구 오금동 1-3 광승빌딩,"서울특별시 송파구 위례성대로20길 8, 광승빌딩 우측코너일부 1층 (오금동)",5652.0,씨유 오금대림점,편의점,211269.2972,445402.416,,,서울특별시 송파구 오금동 1-3 광승빌딩,37.5107757,127.1282499
1,영업/정상,130824,서울특별시 동대문구 용두동 767-8 오션타워빌,"서울특별시 동대문구 한빛로 39, 1층 101호 (용두동, 오션타워빌)",2578.0,세븐일레븐 용두엘리니티점,편의점,202311.7693,452931.0871,,02-3284-8112,서울특별시 동대문구 용두동 767-8 오션타워빌,37.5786175,127.0269602
1,영업/정상,130824,서울특별시 동대문구 용두동 764-1,"서울특별시 동대문구 무학로49길 81, 1층 101호 (용두동)",2578.0,씨유 용두엘리니티점,편의점,202234.5567,453021.6349,,,서울특별시 동대문구 용두동 764-1,37.5794896,127.0260851
1,영업/정상,151829,서울특별시 관악구 봉천동 968-3 금성빌딩,"서울특별시 관악구 봉천로 295-1, 금성빌딩 1층 (봉천동)",8720.0,세븐일레븐 봉천샛별점,편의점,194088.9594,442772.0475,,,서울특별시 관악구 봉천동 968-3 금성빌딩,37.4872382,126.9337261
1,영업/정상,158837,서울특별시 양천구 신월동 466-1,"서울특별시 양천구 오목로13길 36, 1층 (신월동)",7932.0,씨유 신월중앙로점,편의점,186229.8166,447096.5552,,,서울특별시 양천구 신월동 466-1,37.52600410000001,126.8450093
1,영업/정상,158070,서울특별시 양천구 신정동 1324 신정숲속마을,"서울특별시 양천구 신정로 110, 상가동동 1층 102호 (신정동, 신정숲속마을)",8111.0,세븐일레븐 신정숲속마을점,편의점,185333.8376,444854.166,,,서울특별시 양천구 신정동 1324 신정숲속마을,37.506422,126.833744
1,영업/정상,134874,서울특별시 강동구 천호동 431-4 예경빌딩,"서울특별시 강동구 올림픽로 651, 예경빌딩 1층 (천호동)",5248.0,GS25 천호역점,편의점,210830.1344,448618.9908,,02-473-8504,서울특별시 강동구 천호동 431-4 예경빌딩,37.5397441,127.1232777
1,영업/정상,150815,서울특별시 영등포구 대림동 718-6 주용빌딩,"서울특별시 영등포구 대림로27길 8, 1층 (대림동, 주용빌딩)",7413.0,세븐일레븐 대림인성점,기타 휴게음식점,190982.4805,443665.0211,,,서울특별시 영등포구 대림동 718-6 주용빌딩,37.49514509999999,126.8988174
1,영업/정상,122-858,서울특별시 은평구 불광동 281-75,"서울특별시 은평구 불광로 40, 1층 (불광동)",3368.0,세븐일레븐 불광역사거리점,편의점,193782.2384,456530.4347,,02-3284-8112,서울특별시 은평구 불광동 281-75,37.6110845,126.9303673
1,영업/정상,131823,서울특별시 중랑구 면목동 182-104,"서울특별시 중랑구 봉우재로 25, 1층 (면목동)",2128.0,이마트24 R중랑초등학교점,편의점,206642.3669,454204.5046,,,서울특별시 중랑구 면목동 182-104,37.5901262,127.0759959
1,영업/정상,132901,서울특별시 도봉구 창동 33-3,"서울특별시 도봉구 노해로70길 81, 1층 106,107호 (창동)",1418.0,GS25 창4동점,편의점,204569.7694,460720.6899,,,서울특별시 도봉구 창동 33-3,37.6488482,127.0525691
1,영업/정상,158803,서울특별시 양천구 목동 231-81,"서울특별시 양천구 목동중앙본로20길 57, 지1층 (목동)",7976.0,이마트24 R목동중앙점,편의점,188640.0182,448770.0902,,,서울특별시 양천구 목동 231-81,37.5411155,126.8722492
1,영업/정상,120160,서울특별시 서대문구 대신동 33,"서울특별시 서대문구 성산로 508, 이화SK텔레콤관 지하1층 (대신동)",3765.0,씨유 이화SK텔레콤관점,편의점,194931.5636,451090.0952,,,서울특별시 서대문구 대신동 33,37.562075,126.9434223
1,영업/정상,120841,서울특별시 서대문구 홍은동 9-74,"서울특별시 서대문구 포방터길 59, 1층 (홍은동)",3605.0,gs25 홍은포방터점,편의점,195443.0916,455228.5159,,,서울특별시 서대문구 홍은동 9-74,37.5993643,126.9491858
1,영업/정상,131806,서울특별시 중랑구 망우동 411-33,"서울특별시 중랑구 용마공원로2길 50, 1층 (망우동)",2183.0,GS25 중랑 면일점,편의점,208707.899,454512.3444,,,서울특별시 중랑구 망우동 411-33,37.5928827,127.0993866
1,영업/정상,158791,서울특별시 양천구 목동 709-2 성원아파트상가1층 111호,"서울특별시 양천구 목동중앙남로 100, 1층 111호 (목동, 성원아파트상가)",7956.0,세븐일레븐 목동성원점,기타 휴게음식점,187864.5023,448953.0632,,,서울특별시 양천구 목동 709-2 성원아파트상가1층 111호,37.5427541,126.8634712
1,영업/정상,143861,서울특별시 광진구 자양동 512-3 1층,"서울특별시 광진구 능동로8길 22, 1층 (자양동)",5070.0,이마트24건대건이점,편의점,206148.5753,448228.3197,,,서울특별시 광진구 자양동 512-3 1층,37.5362848,127.0703555
1,영업/정상,142070,서울특별시 강북구 수유동 605-338,서울특별시 강북구 삼각산로 95 (수유동),1036.0,세븐일레븐 강북예술회관점,기타 휴게음식점,201238.331,459810.815,,,서울특별시 강북구 수유동 605-338,37.6406607,127.0148178
1,영업/정상,134861,서울특별시 강동구 천호동 43-61,"서울특별시 강동구 천중로43길 93, 101호 (천호동)",5314.0,씨유 강동구민회관점(CU),편의점,212469.1619,449220.5132,,,서울특별시 강동구 천호동 43-61,37.5451611,127.1418854
1,영업/정상,120844,서울특별시 서대문구 홍은동 165-2 코지펠리스,"서울특별시 서대문구 통일로 547, 코지펠리스 지층 B01호 (홍은동)",3647.0,지에스25 홍은펠리스점,편의점,194516.5913,454887.4078,,,서울특별시 서대문구 홍은동 165-2 코지펠리스,37.5962858,126.9386968
1,영업/정상,156826,서울특별시 동작구 사당동 1030-10,"서울특별시 동작구 동작대로7길 12, 1층 (사당동)",7015.0,세븐일레븐 사당점,편의점,198237.705,441979.1023,,1577-0711,서울특별시 동작구 사당동 1030-10,37.4799978,126.9808647
1,영업/정상,135190,서울특별시 강남구 세곡동 579 강남엘에이치1단지,"서울특별시 강남구 헌릉로571길 20, 상가동 지상1층 102호 (세곡동, 강남엘에이치1단지)",6376.0,GS25 보금자리점,편의점,209030.608,440517.8687,,,서울특별시 강남구 세곡동 579 강남엘에이치1단지,37.4667904,127.1028698
1,영업/정상,157280,서울특별시 강서구 내발산동 702-4 L01호 일부 01호,"서울특별시 강서구 강서로 294, 지하1층 L01호 일부 01호 (내발산동)",7680.0,지에스25 우장산스카이점,편의점,185497.0602,449986.8357,,,서울특별시 강서구 내발산동 702-4 L01호 일부 01호,37.5520339,126.8366624
1,영업/정상,138888,서울특별시 송파구 문정동 651-14 송파유탑테크밸리,"서울특별시 송파구 법원로6길 7, 송파유탑테크밸리 1층 103호 (문정동)",5855.0,씨유 문정유탑점,편의점,210706.0,442377.0,,,서울특별시 송파구 문정동 651-14 송파유탑테크밸리,37.483557,127.1217843
1,영업/정상,122-923,서울특별시 은평구 응암동 579-7,"서울특별시 은평구 가좌로10길 29, 1층 (응암동)",3457.0,세븐일레븐 응암제일점,기타 휴게음식점,192588.0836,454582.0137,,02-3284-8116,서울특별시 은평구 응암동 579-7,37.5935206,126.9168626
1,영업/정상,122904,서울특별시 은평구 역촌동 232 역촌센트레빌,"서울특별시 은평구 갈현로3나길 23, 지층 104호 (역촌동, 역촌센트레빌)",3433.0,GS25역촌센트레빌,기타 휴게음식점,191628.8549,455647.5994,,,서울특별시 은평구 역촌동 232 역촌센트레빌,37.603113,126.905989
1,영업/정상,151875,서울특별시 관악구 신림동 525-26,"서울특별시 관악구 관천로11길 160, 1층 (신림동)",8761.0,씨유 관악신사점,편의점,192505.2974,442304.2309,,,서울특별시 관악구 신림동 525-26,37.4828981,126.9160516
1,영업/정상,153010,서울특별시 금천구 독산동 1156 금천롯데캐슬골드파크4차 122호,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 1층 122호 (독산동)",8608.0,씨유 롯데캐슬4차점,편의점,,,,,서울특별시 금천구 독산동 1156 금천롯데캐슬골드파크4차 122호,37.4610938,126.8967995
1,영업/정상,143-800,서울특별시 광진구 광장동 5-117 아차산 공원 생태자료실,"서울특별시 광진구 워커힐로 127, 아차산 공원 생태자료실 (광장동)",4965.0,세븐일레븐 아차산쉼터점,편의점,208897.0215,449975.562,,,서울특별시 광진구 광장동 5-117 아차산 공원 생태자료실,37.5520051,127.1014734
1,영업/정상,133776,서울특별시 성동구 행당동 344 신동아아파트,"서울특별시 성동구 독서당로59길 84, 신동아아파트 상가동 지1층 3호~12호 (행당동)",4716.0,GS25 행당신동아점,편의점,202831.9057,450233.8783,,,서울특별시 성동구 행당동 344 신동아아파트,37.5543151,127.0325201
1,영업/정상,151902,서울특별시 관악구 신림동 1644-2,"서울특별시 관악구 조원로 15-2, 1층 (신림동)",8700.0,세븐일레븐 관악힐스테이트점,편의점,191438.809,442426.9543,,,서울특별시 관악구 신림동 1644-2,37.4839945,126.9039921
1,영업/정상,142865,서울특별시 강북구 번동 454-1 지상1층,"서울특별시 강북구 덕릉로 203, 1층 (번동)",1061.0,씨유 번동우이교점,편의점,203100.7286,459363.0045,,,서울특별시 강북구 번동 454-1 지상1층,37.6366218,127.0359172
1,영업/정상,100400,서울특별시 중구 쌍림동 25-18,"서울특별시 중구 퇴계로 289, 1층 (쌍림동)",4560.0,씨유 광희중앙점,편의점,200281.4128,451278.3054,,,서울특별시 중구 쌍림동 25-18,37.563785,127.0039732
1,영업/정상,156821,서울특별시 동작구 사당동 276-1,"서울특별시 동작구 사당로16마길 2, 1층 (사당동)",7018.0,씨유 사당이수점,편의점,197470.0897,442180.7154,,,서울특별시 동작구 사당동 276-1,37.4818125,126.9721854
1,영업/정상,120190,서울특별시 서대문구 북아현동 1011 신촌푸르지오,"서울특별시 서대문구 북아현로1길 50, 상가1동 지하1층 127호 (북아현동, 신촌푸르지오)",3770.0,씨유 북아현푸르지오점,편의점,195698.7813,450882.1036,,,서울특별시 서대문구 북아현동 1011 신촌푸르지오,37.5602049,126.9521071
1,영업/정상,131-868,서울특별시 중랑구 신내동 495-8,"서울특별시 중랑구 신내로 7, 1층 (신내동)",2086.0,세븐일레븐 중랑신내로점,편의점,208481.7961,455288.1731,,,서울특별시 중랑구 신내동 495-8,37.5998749,127.0968353
1,영업/정상,151873,서울특별시 관악구 신림동 512-4 클라우드5차,"서울특별시 관악구 남부순환로161가길 45, 제102동 제1층 제101호 (신림동, 클라우드5차)",8762.0,이마트24 신림드림점,편의점,192526.0916,442496.9341,,,서울특별시 관악구 신림동 512-4 클라우드5차,37.4846345,126.9162847
1,영업/정상,140133,서울특별시 용산구 청파동3가 114-3,"서울특별시 용산구 청파로43길 70, 1층 (청파동3가)",4313.0,이마트24 숙대도서관점,편의점,196996.7917,449101.1753,,,서울특별시 용산구 청파동3가 114-3,37.5441641,126.9668054
1,영업/정상,110522,서울특별시 종로구 명륜2가 222번지,"서울특별시 종로구 성균관로 13, 1층 (명륜2가)",3073.0,이마트24 R종로성대점,커피숍,199728.6737,453507.3185,,,서울특별시 종로구 명륜2가 222번지,37.5838681,126.997716
1,영업/정상,110826,서울특별시 종로구 숭인동 217-26번지 1층,"서울특별시 종로구 종로62길 17, 1층 (숭인동)",3115.0,세븐일레븐 동묘중앙점,기타 휴게음식점,201649.8403,452323.3681,,,서울특별시 종로구 숭인동 217-26번지 1층,37.5731996,127.0194641
1,영업/정상,110-340,서울특별시 종로구 익선동 132-2,"서울특별시 종로구 삼일대로30길 32, 103호 (익선동)",3133.0,세븐일레븐 종로이비스점,편의점,198991.8322,452427.0783,,02-3284-8120,서울특별시 종로구 익선동 132-2,37.57413469999999,126.9893754
1,영업/정상,110102,서울특별시 종로구 평동 233번지 경희궁자이 3단지,"서울특별시 종로구 경교장길 35, 1층 3101호 (평동, 경희궁자이 3단지)",3180.0,씨유 경희궁자이 행복점,기타 휴게음식점,196992.0,451805.0,,,서울특별시 종로구 평동 233번지 경희궁자이 3단지,37.5687183,126.966158
1,영업/정상,110885,서울특별시 종로구 수송동 85번지 서머셋팰리스서울,"서울특별시 종로구 율곡로2길 7, 서머셋팰리스서울 1층 1호 (수송동)",3143.0,GS25 종로로얄점,기타 휴게음식점,198271.8438,452533.8997,,,서울특별시 종로구 수송동 85번지 서머셋팰리스서울,37.5749752,126.9812194
1,영업/정상,110863,서울특별시 종로구 숭인동 178-89번지 1층 일부,"서울특별시 종로구 종로 383, 1층 (숭인동)",3112.0,씨유 숭인2동점,편의점,201679.8853,452481.8829,,,서울특별시 종로구 숭인동 178-89번지 1층 일부,37.5746277,127.0198045
1,영업/정상,110745,서울특별시 종로구 명륜3가 53-21번지 성균관대학교 경영관 지하3층,"서울특별시 종로구 성균관로 25-2, 성균관대학교 경영관동 지하3층 (명륜3가)",3063.0,CU 성균관대 경영관점,일반조리판매,199231.3456,454019.3609,,,서울특별시 종로구 명륜3가 53-21번지 성균관대학교 경영관 지하3층,37.5883935,126.9928008
1,영업/정상,110071,서울특별시 종로구 당주동 40번지,"서울특별시 종로구 새문안로5길 11, 1층 (당주동)",3182.0,이마트24 종로당주점,커피숍,197698.745,452100.5179,,,서울특별시 종로구 당주동 40번지,37.57119,126.9747387
1,영업/정상,110340,서울특별시 종로구 익선동 57 메트로빌딩,"서울특별시 종로구 삼일대로32길 54, 메트로빌딩 1층 (익선동)",3132.0,이마트24종로익선동점,편의점,199045.9801,452577.6616,,,서울특별시 종로구 익선동 57 메트로빌딩,37.5754915,126.9899882
1,영업/정상,110846,서울특별시 종로구 평창동 66-161번지 상경빌딩,"서울특별시 종로구 평창문화로 148, 상경빌딩 1층 (평창동)",3010.0,씨유 북악대로점,기타 휴게음식점,197812.2705,456400.2439,,,서울특별시 종로구 평창동 66-161번지 상경빌딩,37.6099302,126.9760105
1,영업/정상,110470,서울특별시 종로구 연지동 136-73번지 세림빌딩,"서울특별시 종로구 김상옥로 24, 세림빌딩 1층 (연지동)",3129.0,이마트24 R종로대호점,기타 휴게음식점,199966.0237,452302.3479,,,서울특별시 종로구 연지동 136-73번지 세림빌딩,37.5729803,127.000402
1,영업/정상,110811,서울특별시 종로구 명륜3가 1-28번지,"서울특별시 종로구 명륜3길 10, 1층 (명륜3가)",3064.0,이마트24 성대후문점,기타 휴게음식점,199428.1583,454084.3665,,,서울특별시 종로구 명륜3가 1-28번지,37.589067,126.9943133
1,영업/정상,110190,서울특별시 종로구 사간동 66번지 영정빌딩,"서울특별시 종로구 삼청로 22, 영정빌딩 1층 (사간동)",3062.0,세븐일레븐 경복궁점,편의점,198153.0446,452851.2042,,,서울특별시 종로구 사간동 66번지 영정빌딩,37.5779223,126.9798301
1,영업/정상,110-522,서울특별시 종로구 명륜2가 143-8 1층,서울특별시 종로구 성균관로 16 (명륜2가),3074.0,세븐일레븐 종로성대점,편의점,199728.737,453555.9815,,02-3284-8120,서울특별시 종로구 명륜2가 143-8 1층,37.5843065,126.9977167
1,영업/정상,110126,서울특별시 종로구 종로6가 12-9번지 대광빌딩,"서울특별시 종로구 율곡로 271, 대광빌딩 1층 (종로6가)",3098.0,씨유(CU) 종로공원점,일반조리판매,200600.5269,452323.3161,,,서울특별시 종로구 종로6가 12-9번지 대광빌딩,37.5731734,127.0076053
1,영업/정상,110801,서울특별시 종로구 계동 146-1번지,서울특별시 종로구 계동길 5 (계동),3059.0,순이네 가게,편의점,198742.6594,452814.328,기타,02-765-7355,서울특별시 종로구 계동 146-1번지,37.5776235,126.9865541
1,영업/정상,110045,서울특별시 종로구 체부동 37-1번지,서울특별시 종로구 자하문로 19-1 (체부동),3041.0,태인로손(사직점),편의점,197434.9858,452835.0409,기타,02-0720-8054,서울특별시 종로구 체부동 37-1번지,37.5778073,126.9717504
1,영업/정상,110100,서울특별시 종로구 교남동 61-2번지,서울특별시 종로구 통일로 168 (교남동),,코오롱유통(주)교남점,편의점,196748.2695,451864.4951,기타,02-723-9038,서울특별시 종로구 교남동 61-2번지,37.5716359,126.9639041
1,영업/정상,110-847,서울특별시 종로구 평창동 343-1,서울특별시 종로구 평창11길 17 (평창동),3008.0,세븐일레븐 평창점,편의점,196915.7151,456069.9827,,02-394-9077,서울특별시 종로구 평창동 343-1,37.6069519,126.965858
1,영업/정상,110813,서울특별시 종로구 무악동 47-9번지,서울특별시 종로구 통일로 228-1 (무악동),3030.0,LG25독립문점,편의점,196349.7098,452334.8808,기타,02-0730-8694,서울특별시 종로구 무악동 47-9번지,37.5732331,126.9594299
1,영업/정상,110522,서울특별시 종로구 명륜2가 8-30,"서울특별시 종로구 창경궁로 255, 1층 (명륜2가)",3075.0,씨유 종로명륜2가점,기타 휴게음식점,199920.1397,453560.116,,,서울특별시 종로구 명륜2가 8-30,37.5843438,126.9998837
