name,phone,category,addr,위도_user,경도_user
장안체육관,,태권도,서울특별시 광진구 군자동 64-1번지 ,37.5541581,127.074419
경희태권도,469-0941,,서울특별시 광진구 자양동 553-60번지 ,37.5364272,127.0653982
청무체육관 (킥복싱),466-2586,,서울특별시 광진구 군자동 355-10번지 ,37.5485235,127.067927
경무태권도장,2201-0516,,서울특별시 광진구 자양동 667-0번지 ,37.5302939,127.084985
키즈 체육관,454-1388,태권도,서울특별시 광진구 자양동 553-501번지 삼희B/D 3층동 308호,37.5342435,127.0712757
용인대 한국 태권도장,446-3237,태권도,서울특별시 광진구 자양동 600-15번지 ,37.53073759999999,127.07524
아해하제유도장(무단폐업),3437-5624,,서울특별시 광진구 구의동 237-3번지 (지층) ,37.5430909,127.0860012
산성검도관,02-454-6687,검도,서울특별시 광진구 구의동 200-18번지 ,37.5408115,127.0948355
대성체육관 (태권도),,,서울특별시 광진구 자양동 52-2번지 3층 ,37.53640410000001,127.0627229
성화검도장(무단폐업),498-9721,,서울특별시 광진구 군자동 355-5번지 ,37.548743,127.068149
복싱멘토스쿨,02)455-8557,권투,서울특별시 광진구 구의동 219-17번지 2층 ,37.5389599,127.0916872
용인대스카이태권도,02-3436-5503,태권도,서울특별시 광진구 중곡동 289-7번지 4층 ,37.5695815,127.0864006
숭민 권투 체육관,02-467-6980,권투,서울특별시 광진구 화양동 111-72번지 3층 ,37.5469628,127.0744421
자양검도관,,,서울특별시 광진구 자양동 516-3번지 우성3차아파트 상가 지하1층 ,37.5359847,127.0715446
산성검도구락부(무단폐업),454-6687,,서울특별시 광진구 광장동 326-13번지 ,37.54739259999999,127.1067967
경희대 강한친구들,,태권도,서울특별시 광진구 구의동 611 구의동현대2단지 종합상가 303호,37.5387348,127.0961255
윤용근태권도체능교실,454-9221,,서울특별시 광진구 자양동 553-43번지 ,37.5350424,127.0700693
푸른나무 태권도,,,서울특별시 광진구 자양동 670번지 상가동 4층 ,37.5285792,127.0834469
킹 태권도장,02-456-6227,태권도,서울특별시 광진구 구의동 66-73 2층 ,37.5457626,127.0882089
장안태권도,,태권도,서울특별시 동대문구 장안동 422번지 ,37.5648515,127.064333
주짓수락,,레슬링,서울특별시 동대문구 회기동 65-91번지 지하 1층 ,37.5890975,127.0531352
태극타이거 합기도,,합기도,서울특별시 동대문구 제기동 120-453 ,37.5872823,127.038529
천룡합기도,,합기도,서울특별시 동대문구 장안동 285-1번지 ,37.5789929,127.070443
불독복싱,,권투,서울특별시 동대문구 답십리동 50-33번지 ,37.5712032,127.0575258
백호 합기도,02-6223-3005,합기도,서울특별시 동대문구 답십리동 10-3 동아아파트 ,37.5677235,127.0617478
청림유도관,,유도,서울특별시 동대문구 휘경동 183-352번지 ,37.5920671,127.0575782
호림관,02-2212-3003,합기도,서울특별시 동대문구 전농동 652-4번지 ,37.5749013,127.0500256
알앤비 떡전교 복싱 클럽,02-2249-7944,권투,서울특별시 동대문구 청량리동 30-1 ,37.5851505,127.0507635
R&B 복싱클럽,,권투,서울특별시 동대문구 전농동 648-104,37.5749331,127.0471507
명지대 석사 합기도 연무관,,합기도,서울특별시 동대문구 장안동 337-8 3층 ,37.5704404,127.0735627
이문검도관,,검도,서울특별시 동대문구 이문동 220-113 ,37.6032039,127.0662301
용두장안체육관,,태권도,서울특별시 동대문구 제기동 149-4,37.5825229,127.0317993
브라더 복싱 클럽,,권투,서울특별시 동대문구 전농동 26-13 ,37.5758884,127.0579004
태남태사 키즈 태권도,,태권도,서울특별시 양천구 신월동 416-2,37.5244581,126.8380025
레드복싱,02-925-3435,권투,서울특별시 동대문구 신설동 102-30,37.5752822,127.0247275
태사랑 태권도장,222143214,태권도,서울특별시 동대문구 장안동 349-10 ,37.5671456,127.0719813
골든킥 태권도,02-2212-5435,태권도,서울특별시 동대문구 답십리동 244-2번지 ,37.5730975,127.0569209
정도 유도 체육관,6052-2805,유도,서울특별시 동대문구 전농동 38-12번지 ,37.5778796,127.0588413
레전드 복싱 체육관,02-2244-0012,권투,서울특별시 동대문구 장안동 342-24번지 ,37.571492,127.0729555
언더복싱박스,02-959-1101,권투,서울특별시 동대문구 회기동 60-31번지 ,37.5911298,127.0525536
강남합기도,,합기도,서울특별시 강남구 압구정동 455 현대아파트,37.5271478,127.0334517
쌍용태권도,,태권도,서울특별시 동대문구 이문동 64번지 쌍용아파트 ,37.5997832,127.0685137
행복한 비룡태권도장,02-858-3390,태권도,"서울특별시 관악구 신림동 1735-3 관악산휴먼시아 상가동 203,204호",37.4605731,126.9183407
고려대 만덕태권도장,,태권도,서울특별시 중랑구 면목동 179-98 두성빌딩 ,37.5888394,127.078348
맹호 태권도장,02-432-4002,태권도,서울특별시 중랑구 상봉동 105-85 ,37.5933899,127.0886168
경희대 동우체육관,,태권도,서울특별시 중랑구 면목동 633-1 무궁화약국,37.5794686,127.0872316
천마유도체육관,02-433-8031,유도,서울특별시 중랑구 면목동 651-1 ,37.5798197,127.0860414
SLT 태권도,02-2209-7778,태권도,서울특별시 중랑구 면목동 552-1 ,37.5847571,127.0858747
묵동 타이거 복싱짐,02-979-3983,권투,서울특별시 중랑구 묵동 57-1 ,37.6165233,127.0805513
신내 스타 태권도장,,태권도,"서울특별시 중랑구 신내동 397 동성아파트 상가동 205,206호",37.6108093,127.0969289
숲 태권도장,02-747-6200,태권도,서울특별시 중랑구 망우동 0 ,37.59958719999999,127.106326
동부신도 복싱체육관,433-8143,권투,서울특별시 중랑구 중화동 208-32 ,37.5943421,127.076704
한라체육관,494-7085,태권도,서울특별시 중랑구 중화동 282-12 서안유치원 ,37.6043376,127.0799585
서울탑체육관,2207-8186,태권도,서울특별시 중랑구 망우동 469-16 ,37.5985503,127.0994383
데일리 복싱,,권투,서울특별시 도봉구 쌍문동 651,37.6567708,127.0388206
장안청룡태권도,3421-1991,태권도,서울특별시 중랑구 신내동 648 디아뜨갤러리 ,37.616864,127.0915681
드림아이 태권도장,492-2914,태권도,서울특별시 중랑구 신내동 785 건영2차아파트 ,37.6016769,127.0957192
비복싱짐,,권투,서울특별시 중랑구 상봉동 99-10 ,37.5972286,127.087473
딥앤하이스포츠,02-435-0706,권투,서울특별시 중랑구 상봉동 136-2 ,37.5930534,127.0738604
서울 마이티 체육관,02-438-1300,유도,서울특별시 중랑구 면목동 25-6 ,37.58816849999999,127.1002115
한울효체육관,494-2201,태권도,서울특별시 중랑구 중화동 118-2 ,37.6019742,127.0833776
한국 체육관,,권투,서울특별시 중랑구 면목동 102-51 엔젤동물병원 ,37.5870343,127.0878471
아성체육관,02-491-9844,태권도,서울특별시 중랑구 망우동 363-1 베스트보습학원 ,37.5992442,127.1016601
태풍태권도장,,태권도,서울특별시 중랑구 신내동 817 신내 데시앙포레,37.6152512,127.1100427
한국 키즈태권도,208-2258,태권도,서울특별시 중랑구 중화동 450 중화한신아파트,37.5971492,127.0819073
강남태권도장,02-515-0395,태권도,서울특별시 강남구 압구정동 455,37.5319756,127.0285632
혜성태권도체육관,436-7625,태권도,서울특별시 중랑구 망우동 454-40 영원교회 ,37.5919462,127.0979426
경희대 석사 비룡 태권도,,태권도,서울특별시 강서구 내발산동 706-6,37.550889,126.8389126
고덕 파워점핑 줄넘기 전문클럽 and 태권도,,태권도,서울특별시 강동구 고덕동 643-5,37.5598682,127.1541603
경희대 석사체육관,432-7866,태권도,서울특별시 중랑구 망우동 580 중랑숲금호어울림 ,37.6022258,127.1091554
경도관,02-433-6885,검도,서울특별시 중랑구 상봉동 99-10 ,37.5972286,127.087473
우디안 태권도,,태권도,서울특별시 중랑구 신내동 807-1 신내골드프라자 ,37.6195522,127.1066531
제일태권도장,,태권도,서울특별시 중랑구 면목동 377-33 ,37.5745422,127.0816076
엄상기 복싱에어로빅,3442-1571,권투,서울특별시 중랑구 신내동 613-71 부영빌딩 ,37.6077156,127.0967934
금강 태권도,,태권도,서울특별시 중랑구 면목동 502-1 ,37.5855038,127.0881895
나래 태권도장,2659-7005,태권도,서울특별시 강서구 가양동 1460 한강아파트 상가동 306호,37.5713845,126.8449875
정무체육관,433-8889,태권도,서울특별시 중랑구 상봉동 108-22 ,37.5942681,127.0854732
중랑체육관,2208-2646,태권도,서울특별시 중랑구 면목동 532-59 ,37.5789016,127.0912752
성용 태권도,3423-1579,태권도,서울특별시 중랑구 상봉동 497 태영데시앙아파트 ,37.6031456,127.0927401
우승태권도,02-2209-2762,태권도,서울특별시 중랑구 신내동 466 ,37.6045436,127.0971325
경희대 태비태권도,3421-8868,태권도,서울특별시 중랑구 신내동 783 성원아파트 ,37.60456,127.0948737
가온길 태권도,2209-3666,태권도,서울특별시 중랑구 신내동 396-32 ,37.608334,127.0997185
한체대임병문태권도,02-976-3388,태권도,서울특별시 중랑구 묵동 170-27 월등스카이뷰아파트 ,37.6141419,127.0771252
현대태권도,2209-9876,태권도,서울특별시 중랑구 면목동 1502-2 ,37.5752265,127.088498
킹태권도장,435-7020,태권도,서울특별시 중랑구 면목동 369-22 오거리약국 ,37.5764244,127.0840422
호키태권도,435-1574,태권도,서울특별시 중랑구 망우동 402-94 호키태권도 ,37.5950468,127.1008125
새서울태권도,978-3332,태권도,서울특별시 중랑구 묵동 246-39 새서울태권도아카데미 ,37.60666,127.0765718
데드포인트 반포,,레슬링,서울특별시 서초구 반포동 107-29 신우빌딩,37.4981149,126.9968013
미래체육관,"434-7668,496-9963",태권도,서울특별시 중랑구 면목동 564-7 미래태권도 ,37.5842452,127.0854883
체리복싱PT,,권투,서울특별시 관악구 봉천동 1598-35,37.4782012,126.9533626
용인대유도체육관,02-439-8702,유도,서울특별시 중랑구 중화동 10-13 ,37.6022249,127.0853077
중랑탑 복싱클럽,491-5741,권투,서울특별시 중랑구 신내동 449-5 ,37.6056853,127.0981038
백승 체육관,,태권도,서울특별시 중랑구 망우동 491-37 황룡빌딩 ,37.598172,127.0964293
용인대체육관,495-4986,태권도,서울특별시 중랑구 면목동 89-31 ,37.5936691,127.093027
승지검도관,,검도,서울특별시 중랑구 면목동 56-11 성호유치원 ,37.5862012,127.0952909
중화 권투체육관,491-7872,권투,서울특별시 중랑구 중화동 305-16 중화권투 ,37.6028213,127.0789502
건영 태권도,496-2526,태권도,서울특별시 중랑구 상봉동 499 건영캐스빌 ,37.603164,127.0911998
복싱타임,02-434-8212,권투,서울특별시 중랑구 중화동 286-25 ,37.60201139999999,127.0797294
해동검도 중랑천무관,02-438-6261,검도,서울특별시 중랑구 중화동 284-8 금강빌딩 ,37.60361109999999,127.0793631
필복싱짐,492-6173,권투,서울특별시 중랑구 신내동 644 엘리어트하우스 ,37.6154907,127.0944499
마마 멀티짐,,권투,서울특별시 중랑구 상봉동 115-61 주함해븐타워 ,37.5958035,127.0853233
용인대 명상 태권도장,494-4161,태권도,서울특별시 중랑구 중화동 312-25 ,37.6002398,127.0777984
라온 태권도장,2209-1744,태권도,서울특별시 중랑구 면목동 178-30 제일은행 ,37.5883978,127.0768267
HS복싱,,권투,서울특별시 중랑구 면목동 428-14 아트빌원룸 ,37.5836994,127.0885457
마음열기 태권도장,02-979-0677,태권도,서울특별시 중랑구 묵동 156-2 고려스쿨학원 ,37.6175632,127.0816539
한국태권사관학교 태권도장,975-7378,태권도,서울특별시 중랑구 묵동 241-13 기림빌딩 ,37.6096699,127.0742987
한양석사체육관,438-4000,태권도,서울특별시 중랑구 중화동 132-2 한양태권도 ,37.6012038,127.0850976
용인대 제일 유도관,433-5662,유도,서울특별시 중랑구 상봉동 109 ,37.593155,127.0861325
초아 태권도,2208-2100,태권도,서울특별시 중랑구 면목동 178-15 하나부동산 ,37.5881955,127.080225
드림 태권도,3421-6109,태권도,서울특별시 중랑구 묵동 13 신내4단지신내아파트 ,37.6167398,127.0847241
권일 태권도,3422-1179,태권도,서울특별시 중랑구 신내동 657 신내9단지아파트 ,37.6120569,127.0947791
휘트니스 태권도장,,태권도,서울특별시 중랑구 면목동 121-26,37.5904751,127.0872855
한양대 태권도,02-434-3060,태권도,서울특별시 중랑구 면목동 5-6 ,37.5883792,127.09927
차돌종합태권도장,02-2207-0330,태권도,서울특별시 중랑구 중화동 288-27 차돌체육관 ,37.5998657,127.0802301
월드체육관,433-3694,,서울특별시 중랑구 신내동 479 중앙하이츠아파트 ,37.6031991,127.0979568
동원키즈 태권도,02-433-4874,태권도,서울특별시 중랑구 망우동 491-20 지하 1층 ,37.5979055,127.0966019
MBA블랙벨트 체육관,436-7070,태권도,서울특별시 중랑구 망우동 442-1 ,37.5915485,127.0982716
더울프복싱짐,02-491-1912,권투,서울특별시 중랑구 면목동 89-7 진현빌딩 ,37.5937002,127.0930409
대명체육관,02-2207-9011,유도,서울특별시 중랑구 신내동 502-5 대명프라자 ,37.6017271,127.096818
신내 KCL 합기도,02-432-3963,합기도,서울특별시 중랑구 신내동 786 동성타워프라자 ,37.6152957,127.0911221
차돌 합기도 체육관,,합기도,서울특별시 중랑구 묵동 158-20 ,37.61666779999999,127.0797297
무도 체육관,02-434-2211,합기도,서울특별시 중랑구 면목동 413-3 ,37.5842904,127.0886109
해냄스포츠클럽 차돌합기도,,합기도,서울특별시 중랑구 신내동 428-10 (주) 클린중랑 ,37.6049321,127.0997185
골드 레슬링 태릉,,레슬링,서울특별시 중랑구 묵동 168-18 신흥빌딩 ,37.6158428,127.076607
중랑 검도관,,검도,서울특별시 중랑구 신내동 613-81 ,37.6074593,127.0960596
합기도 유락관,02-494-1394,합기도,서울특별시 중랑구 신내동 492-15,37.60125,127.100208
수도관멀티짐,02-437-0234,우슈,서울특별시 중랑구 면목동 144-1 광진빌딩 ,37.5893953,127.0970961
골드로드복싱,,권투,서울특별시 강북구 수유동 174-9,37.6403694,127.0277078
경희대 우리태권도,,태권도,서울특별시 성북구 동소문동7가 109번지 지하 ,37.59738160000001,127.0145413
한국체대 KANG'S 글로벌 태권도장,,,서울특별시 성북구 종암동 68-1 ,37.5983898,127.0343515
용인대 스포츠클럽,,태권도,서울특별시 성북구 정릉동 1021번지 정릉대우아파트 ,37.6180203,127.0034245
TWIN 복싱,,권투,서울특별시 성북구 삼선동4가 346번지 ,37.59094710000001,127.0136992
메이저 복싱짐,02-943-7006,권투,서울특별시 성북구 정릉동 227-74번지 ,37.6099531,127.0148513
건영태권도,,태권도,서울특별시 성북구 정릉동 106-3번지 2층 ,37.6026189,127.0123112
국가대표 태권스쿨 태권도장,,태권도,서울특별시 성북구 장위동 178-1 202호,37.6194813,127.0499907
화랑 태권도,,태권도,서울특별시 성북구 정릉동 1021번지 정릉대우아파트 ,37.6180203,127.0034245
레슬링연구소,,레슬링,서울특별시 서초구 방배동 925-6 미광빌딩,37.4848229,126.9950813
용인대 장곡,917-9535,태권도,서울특별시 성북구 장위동 214-13번지 ,37.616742,127.0474532
성실 태권도,,태권도,서울특별시 성북구 안암동1가 361-1번지 래미안상가 302호,37.5891574,127.0226246
밝은마음 태권도.맑은마음 줄넘기,966-7611,태권도,서울특별시 성북구 석관동 10-0번지 두산아파트상가3층310호 ,37.6126553,127.0687059
경희대원도태권도체육관,,태권도,서울특별시 성북구 돈암동 609-1 한신한진아파트 ,37.5947663,127.0104379
성북체육관 (태권도),,태권도,서울특별시 성북구 장위동 68-274번지 3층 ,37.6112587,127.0497943
한국체대 영웅태권도장,,태권도,서울특별시 성북구 정릉동 685-121 2층,37.6085548,127.0062241
고려 미래 태권도장,02-912-2320,태권도,"서울특별시 성북구 종암동 134-6번지 래미안 라센트상가 3층(301,302,303호) ",37.5991488,127.0385526
위빙복싱클럽,,권투,서울특별시 성북구 동소문동6가 154-1번지 ,37.5939437,127.0159284
성암체육관(태권도),742-2155,태권도,서울특별시 성북구 성북동 161-11번지 ,37.5931253,127.0021114
한국체대화랑태권도장,981-0157,태권도,서울특별시 성북구 길음동 941번지 ,37.6070765,127.0272606
맥시멈 태권도,924-9228,태권도,서울특별시 성북구 돈암동 636번지 브라운스톤 돈암아파트 상가5층 ,37.5979283,127.0175498
길음 인성 태권도장,,태권도,서울특별시 성북구 길음동 1281-6 ,37.610678,127.0197293
용인대K.A.T태권도,922-2729,태권도,서울특별시 성북구 종암동 38-3번지 (2층) ,37.5953296,127.0344926
한양대 명인 태권도장,,태권도,서울특별시 성북구 종암동 14-2번지 2층 ,37.5980479,127.0351585
대양 (태권도),927-2475,태권도,서울특별시 성북구 돈암동 2-2번지 신우빌딩 201호 ,37.6035559,127.0292366
화랑 (권투),960-2418,권투,서울특별시 성북구 석관동 173-1번지 ,37.6124182,127.0606814
국가대표석사 정릉체육관(태권도),914-5329,태권도,서울특별시 성북구 정릉동 167-4번지 ,37.6059236,127.013368
제이복싱클럽,02-959-1282,권투,서울특별시 성북구 석관동 324-27번지 3층 ,37.6082694,127.0614872
월곡체육관(태권도),912-8812,태권도,서울특별시 성북구 하월곡동 17-1번지 ,37.6036951,127.0429989
나래체육관(태권도),,태권도,서울특별시 성북구 길음동 1170-1번지 ,37.609638,127.0225507
용인대 FOREST 복싱클럽,,권투,서울특별시 성북구 장위동 218-32번지 소산빌딩 ,37.619277,127.0448436
에이블 짐,02-943-7858,권투,서울특별시 성북구 길음동 877-184번지 2층 ,37.6022355,127.0216027
용인대 꿈나무 태권도장,,태권도,서울특별시 성북구 보문동6가 36-2번지 아남아파트 ,37.5814146,127.0177105
경희대 라이온 태권도,,태권도,서울특별시 성북구 정릉동 239 정릉풍림아이원 ,37.6189905,127.0071673
경희대 경일 태권도,,태권도,서울특별시 성북구 정릉동 139-3번지 소성빌딩 ,37.6031535,127.0139333
용문체육관(태권도),922-8332,태권도,서울특별시 성북구 안암동2가 82-0번지 ,37.5873067,127.0218764
참피온체육관 (태권도),,태권도,서울특별시 성북구 보문동7가 62번지 201호,37.580082,127.0209338
MTA성북태권스쿨,909-3832,태권도,서울특별시 성북구 종암동 3-1237번지 ,37.6009167,127.034296
엘리트 스포츠클럽,919-2426,태권도,서울특별시 성북구 정릉동 239번지 풍림@상가 303호 ,37.6185856,127.0073052
용인대 천지 태권도장,,태권도,서울특별시 성북구 하월곡동 59-2 영광프라자 ,37.6050939,127.0384436
강호권투체육관,953-4004,권투,서울특별시 성북구 삼선동4가 346번지 2층 ,37.59094710000001,127.0136992
와룡복싱,,권투,서울특별시 성북구 하월곡동 88-677번지 2층 ,37.6067841,127.0285316
한성 복싱짐,02-766-1511,권투,서울특별시 성북구 삼선동1가 14번지 지층 ,37.5880735,127.00581
석사 경희대 효 태권도,,태권도,서울특별시 성북구 보문동3가 230번지 보문e편한세상 상가 2층 ,37.582675,127.0158411
한성 (태권도),763-9875,태권도,서울특별시 성북구 삼선동1가 259번지 ,37.58625809999999,127.0092295
청마검도관,929-5977,검도,서울특별시 성북구 종암동 86-1번지 ,37.6001609,127.0336744
한국체대영웅태권도장,941-2668,태권도,서울특별시 성북구 장위동 238-496번지 ,37.61310539999999,127.0507553
경원대개운태권도,924-9243,태권도,"서울특별시 성북구 종암동 130-2번지 아이파크 제 상가동 2동2층 (205호,206호) ",37.6027646,127.0308752
용인대체육관(태권도),,태권도,서울특별시 성북구 돈암동 609-1 한신한진아파트 ,37.5947663,127.0104379
비전태권도,02-919-5222,태권도,서울특별시 성북구 정릉동 494번지 정릉중앙하이츠빌1단지 상가3층 301호 ,37.6028087,127.0093821
퍼스트 태권도장,,태권도,서울특별시 성북구 하월곡동 222 두산위브상가 286호 ,37.6070327,127.0383656
헤라클레스 피트니스,02-943-7859,권투,서울특별시 성북구 정릉동 227-74번지 지하1층 ,37.6099531,127.0148513
용인대 국가대표 태권도,964-6523,태권도,서울특별시 성북구 석관동 300-13번지 3층 ,37.6092466,127.0597731
지문실복싱클럽,02-959-1282,권투,서울특별시 성북구 석관동 192-8번지 3층 ,37.6104387,127.0608504
브로복싱,070-8150-1212,권투,서울특별시 성북구 종암동 3-1342번지 301호,37.6014396,127.0327205
MIX-UP Boxing GYM,02-928-6351,권투,서울특별시 성북구 안암동5가 102-86번지 401호,37.5849841,127.029224
경희대 연호 태권도,02-916-5200,태권도,서울특별시 성북구 길음동 1285번지 7통뉴타운프라자 501호,37.609776,127.018829
경희대 탑 태권도장,,태권도,서울특별시 성북구 하월곡동 84-53번지 4층 ,37.608859,127.0329731
백호체육관,02-984-0630,태권도,"서울특별시 성북구 길음동 1278번지 301,302호 ",37.6103707,127.024274
메이저 복싱짐,,권투,서울특별시 성북구 동소문로 120 (동선동1가),37.5942621,127.0190488
초심박사태권도장,29438605,태권도,서울특별시 성북구 하월곡동 228-1 꿈의숲푸르지오 상가동 201호,37.6108701,127.0389526
맥코이 복싱 클럽,02-929-6212,권투,서울특별시 성북구 동선동2가 140번지 3층 ,37.5908019,127.0185913
용인대 올림픽 태권도장,,태권도,"서울특별시 성북구 길음동 1279번지 삼성래미안1차(아) 상가 302,303호 ",37.6058388,127.0202503
태권도 고수회,909-4152,태권도,서울특별시 성북구 장위동 215-42번지 3층 ,37.6181292,127.0467367
월곡검도관,,검도,서울특별시 성북구 하월곡동 5-17 ,37.6052205,127.0448184
더파이팅복싱짐 체육관,070-8758-1212,권투,서울특별시 성북구 동소문동7가 4번지 4층 ,37.596289,127.0152399
정훈 태권도장,,태권도,서울특별시 성북구 동소문동7가 84-1번지 2층 ,37.5968835,127.0140263
백호태권도,02-945-1009,태권도,서울특별시 성북구 길음동 1170번지 2층 ,37.6097835,127.0224991
이룸태권도,02-6409-6700,태권도,서울특별시 성북구 석관동 199-17번지 2층 ,37.6102115,127.0597608
경희삼선체육관(태권도),,태권도,"서울특별시 성북구 삼선동3가 115-1번지 삼선푸르지오 306,307,308호 ",37.5855226,127.0133434
더 파이팅 복싱짐,02-953-1773,권투,서울특별시 성북구 삼선동4가 346번지 2층 ,37.59094710000001,127.0136992
경희대정석태권도,922-6612,태권도,"서울특별시 성북구 종암동 131-2번지 종암2차아이파크 상가동(401,402) ",37.5968304,127.0317057
JS Boxing Gym,.,권투,서울특별시 성북구 정릉동 161-17번지 203호,37.6047192,127.011965
경희대 박사 Tiger kicks 태권도,02-941-5988,태권도,서울특별시 성북구 정릉동 227-73번지 지하1층 ,37.6101043,127.0147192
호국태권도체육관,,태권도,"서울특별시 성북구 장위동 316-3번지 센트럴타운상가 408,409호 ",37.6229347,127.0484606
삼봉태권도,942-3965,태권도,서울특별시 성북구 정릉동 192-263번지 ,37.6082257,127.0152273
미래체육관,,태권도,서울특별시 성북구 삼선동5가 28-3번지 ,37.5890533,127.0154402
진양검도관,983-9811,검도,서울특별시 성북구 길음동 1128번지 상신빌딩 지층1호 ,37.6105404,127.0226594
슈퍼키즈 태권도,,태권도,"서울특별시 성북구 정릉동 435번지 중앙하이츠빌2단지 상가동 201,2호",37.6034718,127.0100997
국제 복싱 체육관,,권투,서울특별시 성북구 삼선동4가 343번지 3층 ,37.5905622,127.0141874
온빛우슈아카데미,,우슈,서울특별시 성북구 길음동 1285-7번지 뉴타운프라자상가 401호,37.6087785,127.0191497
경희대 석사 천지 태권도장,02-913-3335,태권도,"서울특별시 성북구 하월곡동 225-6 삼성래미안월곡 상가동 305,306호 ",37.5998327,127.041424
한국체대영웅태권도장,,태권도,서울특별시 성북구 상월곡동 48-2번지 3층 ,37.6071249,127.0467162
호림합기도,,합기도,서울특별시 성북구 장위동 237-268번지 ,37.6167276,127.0490512
라온 합기도&점핑클럽,,합기도,서울특별시 성북구 정릉동 239번지 정릉풍림아이원 ,37.6189905,127.0071673
클라우스 복싱체육관 2관,02-6439-1211,권투,서울특별시 중랑구 망우동 488-3 삼영빌딩 3층,37.5996453,127.0981754
이루어짐,,레슬링,서울특별시 성북구 종암동 3-170 ,37.6013034,127.0337028
퍼스트태권도,02-916-8555,태권도,서울특별시 성북구 하월곡동 222 월곡두산위브아파트 ,37.6070327,127.0383656
한양대 유도,,유도,서울특별시 성북구 동소문동4가 279 송산아파트 ,37.592267,127.0104552
합기도 연무관,02-6449-1515,합기도,서울특별시 성북구 종암동 3-1342 청한빌딩 ,37.6013926,127.0326577
합기도 연무관,02-928-0202,합기도,서울특별시 성북구 동소문동7가 2-8 ,37.5961009,127.0153709
삼성태권도,02-6223-8656,태권도,서울특별시 성북구 돈암동 15-1번지 삼성아파트상가 B동 501호,37.5990277,127.0233139
파이널유도멀티짐 성북점,,유도,서울특별시 성북구 안암동1가 10-4 ,37.5889986,127.0194211
지성태권도 3관,,태권도,서울특별시 강북구 미아동 126-22번지 동진빌딩 ,37.6239731,127.027352
나라찬 태권도,,태권도,서울특별시 강북구 우이동 30-25번지 ,37.6587469,127.013052
용인대 백호 합기도 체육관,02-945-5481,합기도,서울특별시 강북구 번동 268-2번지 ,37.6284286,127.0437917
합기도 아이키도 성심도장,02-946-0445,합기도,서울특별시 강북구 미아동 310-7 ,37.6242338,127.0263411
한국체대 수색 태권스쿨,,태권도,서울특별시 은평구 수색동 417 DMC롯데캐슬더퍼스트 제상가2동,37.5857327,126.8916895
정무체육관,02-989-2379,합기도,서울특별시 강북구 미아동 49-29 녹일빌딩 ,37.6121265,127.0352432
명지대 석사 합기도 연무관,02-945-3151,합기도,서울특별시 강북구 미아동 887-5 선경빌딩,37.6311902,127.0230508
더복싱랩 염창점(The Boxing LAB),,권투,서울특별시 강서구 염창동 282-23 대신빌딩,37.547251,126.8745264
한양태권도격투기체육관,02-905-5144,태권도,서울특별시 강북구 번동 413-3번지 강북 북부시장 ,37.63616,127.030372
용두체육관,02-921-0337,태권도,서울특별시 동대문구 용두동 779 신동아아파트,37.5725906,127.0322141
삼양검도관,02-3675-3119,검도,서울특별시 강북구 미아동 688-5 삼양아케이트 402호,37.6193347,127.0207972
용인대 화계 태권도,982-8572,태권도,서울특별시 강북구 미아동 130-60번지 ,37.6220399,127.028903
위빙복싱클럽,,권투,"서울특별시 강북구 솔샘로 223 (미아동, 제일은행삼양동지점)",37.6190355,127.0204652
용인대 청솔 태권도,,태권도,서울특별시 은평구 응암동 402-74 성호빌딩 5층,37.5932527,126.9210577
경희 키즈태권짐,,태권도,서울특별시 강북구 번동 300,37.6279947,127.0406498
태선문태권도체육관,,,서울특별시 강북구 미아동 776-29번지 ,37.6240294,127.0182831
디케이비(DKB)합기도,070-8065-7587,합기도,서울특별시 강북구 수유동 254-8 지층,37.6453151,127.0205096
Bee Boxing Gym,,권투,서울특별시 송파구 오금동 126-4 4층,37.5034015,127.1379588
클라우스 복싱,432-1101,권투,서울특별시 중랑구 면목동 605-4 농협,37.5811323,127.0864253
한진체육관,984-8109,,서울특별시 강북구 번동 139번지 한진그랑빌 상가 2층 ,37.6263818,127.0375186
백두산 K타이거즈 태권도,,,서울특별시 강북구 번동 242-1번지 ,37.6255071,127.0458877
국가대표온새미로,,,서울특별시 마포구 망원동 419-16 2층,37.5565207,126.9001241
수락 유도스쿨,02-6448-6269,유도,서울특별시 노원구 상계동 1028-4 청송빌딩,37.6727732,127.0553756
벽산체육관(태권도),906-7080,,서울특별시 강북구 수유동 205번지 수유벽산아파트 ,37.6425146,127.0189674
강북 경희대 태권도,984-7724,,서울특별시 강북구 미아동 218-1 2층,37.6300458,127.0225411
용인대 효 도장,,,"서울특별시 강북구 삼양로 292 (수유동, 광은빌딩)",37.6377492,127.029768
경희대 인수 태권도,900-8605,,서울특별시 강북구 수유동 540-7 ,37.6443798,127.0096564
길잡이 태권도,,,서울특별시 강북구 미아동 1354-5번지 상가동 115호,37.6201454,127.0112295
청훈체육관,988-9944,,서울특별시 강북구 미아동 469-42번지 ,37.6149836,127.0272989
무성 태권도장,,,서울특별시 강북구 수유동 430-3 ,37.6372965,127.0132376
DKB 체육관,903-1387,,서울특별시 강북구 수유동 254-8번지 ,37.6453151,127.0205096
용인대 태권도 체육관,903-0676,,서울특별시 강북구 번동 459-60번지 2층 ,37.6376383,127.0327676
한양체육관,993-1716,,서울특별시 강북구 번동 462-18번지 3층 ,37.6399009,127.0301689
