전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,영업장주변구분명,위도_user,경도_user
02  764 8545,110-522,서울특별시 종로구 명륜2가 237 명륜주상복합아남아파트상가 301동 1층,"서울특별시 종로구 혜화로3길 5 (명륜2가, 명륜주상복합아남아파트상가 301동 1층)",3075.0,홈플러스익스프레스명륜2점,기타식품판매업,,37.58561830000001,127.0002676
02  737 9994,110-061,서울특별시 종로구 신문로1가 24,서울특별시 종로구 새문안로 91 (신문로1가),3182.0,홈플러스 익스프레스 광화문점,기타식품판매업,,37.5701894,126.9739225
0234172001,122837,서울특별시 은평구 대조동 240 NC백화점,"서울특별시 은평구 불광로 20, NC백화점 지하2층 (대조동)",3397.0,이랜드킴스클럽 불광점,기타식품판매업,,37.609721,126.9290038
02  36722231,110530,서울특별시 종로구 혜화동 185 중원빌딩 ,"서울특별시 종로구 대학로 144, 지하1층 (혜화동)",3084.0,레몬마트,기타식품판매업,,37.5839645,127.002167
02 9442500,142804,서울특별시 강북구 미아동 70-6 롯데백화점미아점지하2층,"서울특별시 강북구 도봉로 62 (미아동,롯데백화점미아점지하2층)",1215.0,롯데쇼핑(주)미아점,기타식품판매업,,37.6145502,127.0305098
0220806993,100-151,서울특별시 중구 충정로1가 85,서울특별시 중구 통일로 120 (충정로1가),4517.0,(주)농협하나로유통하나로마트서대문점,기타식품판매업,,37.5665004,126.9682574
,100815,서울특별시 중구 신당동 41-52 ,"서울특별시 중구 다산로36길 101, 지상1,지하1층 (신당동)",4584.0,동화할인마트,기타식품판매업,,37.5599904,127.0198533
02  392 4421,100-859,서울특별시 중구 중림동 200 삼성(아)1상가지하1층,"서울특별시 중구 중림로 10 (중림동,삼성(아)1상가지하1층)",4502.0,(주)햇빛촌,기타식품판매업,,37.5581158,126.9653067
,100861,서울특별시 중구 충무로2가 66-27 명동 이화빌딩(A동) ,"서울특별시 중구 명동8가길 11, 명동 이화빌딩(A동) 지하1층,1층,2층 (충무로2가)",4536.0,코리아 마트,기타식품판매업,,37.561815,126.9856789
02  22330101,100830,서울특별시 중구 신당동 366-79 1층 ,"서울특별시 중구 동호로7길 38 (신당동,1층)",4597.0,태양마트,기타식품판매업,기타,37.5521927,127.01052
02  22567300,100450,서울특별시 중구 신당동 844 남산타운(아)스포츠센터 107~111호 ,"서울특별시 중구 다산로 32 (신당동,남산타운(아)스포츠센터 107~111호)",4595.0,GS수퍼(남산타운점),기타식품판매업,,37.5508342,127.0111337
0222369288,100831,"서울특별시 중구 신당동 52-111 B1,1층 ","서울특별시 중구 퇴계로86가길 5 (신당동, B1,1층)",4584.0,팜스마트,기타식품판매업,,37.5630146,127.0194262
0260485358,100011,서울특별시 중구 충무로1가 54 ,"서울특별시 중구 퇴계로 77, 11층 (충무로1가)",4530.0,(주)신세계면세점 본점,기타식품판매업,,37.5611699,126.9825162
,150-103,서울특별시 영등포구 양평동3가 45,"서울특별시 영등포구 선유로 138, 지하1,2층 (양평동3가, 롯데마트 양평점)",7255.0,롯데마트 서울양평점,기타식품판매업,,37.5259858,126.8915812
02  22797943,100851,서울특별시 중구 을지로6가 18-12 두산타워빌딩 4층 1호 ,"서울특별시 중구 장충단로 275, 4층 1호 (을지로6가)",4563.0,노브랜드 동대문두타몰점,기타식품판매업,,37.5684445,127.0053479
02 5558222,135-280,서울특별시 강남구 대치동 511 한보미도맨션,"서울특별시 강남구 삼성로 150, 지하1층 (대치동, 한보미도맨션)",6288.0,농협유통 대치점,기타식품판매업,,37.4925906,127.066184
0262617088,100450,서울특별시 중구 신당동 842 약수하이츠 상가동 B101호 ,"서울특별시 중구 동호로10길 30, 상가동 B101호 (신당동, 약수하이츠)",4593.0,(주)하이츠그랜드유통,기타식품판매업,,37.554768,127.0147101
0222901234,100440,서울특별시 중구 황학동 2545 이마트 청계천점 지하1층~지하2층 ,"서울특별시 중구 청계천로 400 (황학동, 이마트 청계천점 지하1층~지하2층)",4572.0,(주)이마트 청계천점,기타식품판매업,,37.5710434,127.0222296
02  755 3553,140899,"서울특별시 용산구 후암동 55-50 지하1층, 지상1층 ","서울특별시 용산구 후암로28길 21 (후암동, 지상1층, 지하1층)",4330.0,진흥마트,기타식품판매업,,37.5493651,126.9797565
02 7723010,100070,서울특별시 중구 소공동 1,서울특별시 중구 을지로 30 (소공동),4533.0,롯데쇼핑(주),기타식품판매업,,37.5633924,126.9812386
02  20125666,137908,서울특별시 서초구 잠원동 70 (지하 1층),서울특별시 서초구 잠원로 37-6 (잠원동),6511.0,(주)이랜드킴스클럽 강남점,기타식품판매업,,37.5083529,127.0059798
02  20125666,137908,서울특별시 서초구 잠원동 70-2 지하 1층,"서울특별시 서초구 잠원로 51, 지하 1층 (잠원동)",6511.0,(주)이랜드킴스클럽 강남점,기타식품판매업,,37.5093972,127.0073103
02  69054975,140-210,서울특별시 용산구 한남동 829 나인원 한남,"서울특별시 용산구 한남대로 91, 지2층 (한남동, 나인원 한남)",4401.0,한화갤러리아(주) 고메이494한남점,기타식품판매업,,37.5363276,127.0034928
02  20772800,140-873,서울특별시 용산구 한강로2가 15-19,서울특별시 용산구 청파로 122 (한강로2가),4371.0,(주)농협유통하나로클럽용산점,기타식품판매업,,37.5304108,126.9700755
02 7971803,140865,서울특별시 용산구 이태원동 128-4 외1필지(128-5) ,"서울특별시 용산구 보광로 127 (이태원동,외1필지(128-5))",4391.0,홈마트,기타식품판매업,기타,37.5341958,126.9937253
02  450 2610,137870,서울특별시 서초구 서초동 1498-5 롯데마트 서초점 지하1층지하2층,"서울특별시 서초구 서초대로38길 12, 지하1,2층 (서초동, 롯데마트 서초점 )",6655.0,롯데마트 서초점,기타식품판매업,,37.4901004,127.0063426
02  796 8600,140823,서울특별시 용산구 보광동 260-8 ,서울특별시 용산구 보광로 30 (보광동),4415.0,(주)코아유통 보광할인마트지점,기타식품판매업,,37.5272125,127.0002842
0220121234,140780,서울특별시 용산구 한강로3가 40-999 ,서울특별시 용산구 한강대로23길 55 (한강로3가),4377.0,(주) 이마트 용산점,기타식품판매업,,37.5255338,126.9647072
02 7928542,140-884,서울특별시 용산구 한남동 26-5 (지하2층),"서울특별시 용산구 유엔빌리지길 11 (한남동, 26-5 지하2층)",4420.0,홈플러스익스프레스한남점,기타식품판매업,,37.5339801,127.0103669
,133820,서울특별시 성동구 성수동1가 102-2 현대빌딩 ,"서울특별시 성동구 성덕정길 29, 1층 (성수동1가)",4774.0,현대마트,기타식품판매업,,37.53921770000001,127.0470845
02 9482001,139726,서울특별시 노원구 중계동 509 2001아울렛,"서울특별시 노원구 동일로204가길 46, 2001아울렛 지층 (중계동)",1783.0,(주)이랜드킴스클럽중계점,기타식품판매업,,37.6412281,127.0678668
02 5312500,135704,서울특별시 강남구 대치동 937 롯데백화점,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층, 지상1층 (대치동)",6206.0,롯데쇼핑(주) 강남점,기타식품판매업,,37.4970578,127.0535939
02  34242500,143200,서울특별시 광진구 구의동 546-4 롯데마트 지하2층,"서울특별시 광진구 광나루로56길 85 (구의동, 롯데마트 지하2층)",5116.0,롯데쇼핑(주)롯데마트 강변점,기타식품판매업,,37.5356993,127.095765
,133-828,서울특별시 성동구 성수동2가 339-5,"서울특별시 성동구 뚝섬로 400, 1층 (성수동2가, 뚝섬쇼핑센타)",4776.0,뚝섬두꺼비왕식자재마트(주),기타식품판매업,,37.53851179999999,127.0549628
,133-882,서울특별시 성동구 도선동 69 성동삼성쉐르빌,"서울특별시 성동구 무학로6길 50, 101동 1층 143,144,147,152,156,157호 (도선동, 성동삼성쉐르빌)",4709.0,이코플러스마트,기타식품판매업,,37.5643927,127.0349365
02  22977766,133-070,서울특별시 성동구 행당동 347 대림리빙프라자 지하1층,"서울특별시 성동구 행당로 75, 지하1층 (행당동, 347번지 대림리빙프라자)",4713.0,중앙할인마트,기타식품판매업,,37.5572035,127.028576
0222949114,133-809,서울특별시 성동구 금호동4가 548-1,"서울특별시 성동구 독서당로 302 (금호동4가, 548-1번지)",4737.0,중앙할인마트,기타식품판매업,,37.54780969999999,127.0225637
02  21575000,138960,서울특별시 송파구 문정동 516 가든파이브라이프동 지상1층,"서울특별시 송파구 충민로 66, 지상1층 (문정동, 가든파이브라이프동)",5838.0,(주)이랜드킴스클럽 송파점,기타식품판매업,,37.4775778,127.1249983
0222982141,133-801,서울특별시 성동구 금호동1가 1755 지상1층(금호동길 235),"서울특별시 성동구 금호로 94 (금호동1가, 1755 지상1층)",4718.0,진로마트,기타식품판매업,,37.5516712,127.0257122
02  22001234,133-866,서울특별시 성동구 행당동 168-151 왕십리민자역사,"서울특별시 성동구 왕십리광장로 17, 지상 2층, 3층 (행당동)",4750.0,(주)이마트 왕십리점,기타식품판매업,,37.5612886,127.038382
02 4697078,133-923,서울특별시 성동구 성수동1가 706,"서울특별시 성동구 상원길 59, 상가B동 지하1층 (성수동1가, 쌍용아파트)",4788.0,웰빙마트,기타식품판매업,,37.5495115,127.0471105
02  4637900,133-832,서울특별시 성동구 성수동2가 277-17,"서울특별시 성동구 성수이로 118, 지하1층 101, 102호 (성수동2가, 성수아카데미타워)",4797.0,주식회사 라성식자재,기타식품판매업,,37.545161,127.0577529
02  22991077,133872,서울특별시 성동구 행당동 298-6 외1필지 ,"서울특별시 성동구 무학봉16길 15, 1층 (행당동)",4715.0,형부네할인마트,기타식품판매업,,37.5603913,127.0326433
0222957377,133-855,"서울특별시 성동구 하왕십리동 700 센트라스6획지 상가동 L층 B102호, B103호","서울특별시 성동구 왕십리로 410, 상가동 L층 B102호, B103호 (하왕십리동, 센트라스6획지)",4701.0,지에스 더프레시 상왕십리역점,기타식품판매업,,37.56610999999999,127.0276467
,133100,서울특별시 성동구 옥수동 560 옥수 어울림 ,"서울특별시 성동구 독서당로40길 39, 지하2층 214,215,225,226호 (옥수동)",4739.0,웰빙마트,기타식품판매업,,37.54230829999999,127.0181918
0222538541,133-807,서울특별시 성동구 금호동3가 1331 지하1층,"서울특별시 성동구 동호로 100, 지하1층 (금호동3가, 1331번지)",4724.0,홈플러스 익스프레스 금호2점,기타식품판매업,,37.5499627,127.0164391
02   9075689,132-906,서울특별시 도봉구 창동 274-5,서울특별시 도봉구 해등로16길 63 (창동),1400.0,롯데쇼핑(주)롯데슈퍼 창동2점,기타식품판매업,,37.6555732,127.043552
02  26638989,157-835,서울특별시 강서구 내발산동 719-6 송화쇼핑센타 지하1층,"서울특별시 강서구 강서로 267 (내발산동,송화쇼핑센타 지하1층)",7639.0,롯데쇼핑(주) 롯데슈퍼 우장산점,기타식품판매업,,37.54909,126.8359839
02 4691448,143840,서울특별시 광진구 군자동 346-23 1층 ,"서울특별시 광진구 군자로 75, 1층 (군자동)",5002.0,(주)군자할인마트,기타식품판매업,,37.5499493,127.0706356
02  455 6700,143811,서울특별시 광진구 광장동 394-3 지하1층 ,"서울특별시 광진구 천호대로 793, 지하1층층 (광장동)",4968.0,광장마트,기타식품판매업,,37.5463429,127.1019442
02 4446529,143888,서울특별시 광진구 중곡동 79-7 ,서울특별시 광진구 영화사로 8 (중곡동),4949.0,신성슈퍼직영,기타식품판매업,주택가주변,37.55813759999999,127.0881731
02 4631903,143903,서울특별시 광진구 중곡동 229-5 ,서울특별시 광진구 긴고랑로11길 11 (중곡동),4910.0,(주)이마트에브리데이중곡동점,기타식품판매업,,37.5639179,127.0813137
02 4649854,143843,서울특별시 광진구 자양동 44-2 ,서울특별시 광진구 뚝섬로 491 (자양동),5080.0,노룬산슈퍼마켓,기타식품판매업,주택가주변,37.5364865,127.0648626
02 4653018,143841,서울특별시 광진구 자양동 6-20 ,서울특별시 광진구 아차산로30길 39 (자양동),5073.0,(주)조양마트,기타식품판매업,,37.53889059999999,127.0673902
02 4525673,143862,서울특별시 광진구 자양동 553-502 (지1층) ,"서울특별시 광진구 뚝섬로 558 (자양동,(지1층))",5091.0,자양진로마트,기타식품판매업,,37.5340724,127.0718277
02  453 5947,143824,"서울특별시 광진구 구의동 234-1 하이웨이 마트 (지하1, 지상1) ","서울특별시 광진구 광나루로 516 (구의동,하이웨이 마트 (지하1, 지상1))",5031.0,하이웨이 마트,기타식품판매업,,37.5447856,127.0867815
02  414 5309,143815,서울특별시 광진구 광장동 571-1 ,"서울특별시 광진구 광나루로 619, 1층 (광장동)",4974.0,올스타마트 광장점,기타식품판매업,,37.5410525,127.0964511
02  447 3400,143200,서울특별시 광진구 구의동 667 ,"서울특별시 광진구 아차산로 431, B108호 (구의동, 강변에스케이뷰)",5045.0,도깨비식자재마트,기타식품판매업,,37.538653,127.0901794
02 4586211,143959,서울특별시 광진구 구의동 223-65 동영빌딩 ,"서울특별시 광진구 구의로 28, 동영빌딩 1층 (구의동)",5036.0,구의홈마트,기타식품판매업,,37.5403473,127.0898009
,143814,서울특별시 광진구 광장동 470-10 은석 ,"서울특별시 광진구 아차산로 506, 1층 (광장동)",4974.0,(주)이마트에브리데이 광장점,기타식품판매업,,37.5414171,127.0976337
,143805,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에 ,"서울특별시 광진구 아차산로 599, 지하1층 105-109호 (광장동, 광장동 신동아 파밀리에)",4968.0,(주)이마트에브리데이 광나루역점,기타식품판매업,,37.5467283,127.1047567
02  444 8801,143200,서울특별시 광진구 구의동 671 구의자이르네 ,"서울특별시 광진구 광나루로39길 11, 지하1층 B01호 (구의동, 구의자이르네)",4977.0,자이 원마트,기타식품판매업,,37.5454994,127.0887779
02 4616600,143915,서울특별시 광진구 화양동 110-37 화양타워 1층 ,"서울특별시 광진구 능동로19길 47, 화양타워 1층 (화양동)",5009.0,애플마트화양점,기타식품판매업,,37.5470291,127.0711718
02 4475562,143888,서울특별시 광진구 중곡동 79-11 (1층) ,"서울특별시 광진구 영화사로 14 (중곡동,(1층))",4949.0,대우홈마트,기타식품판매업,,37.5578343,127.0887943
0220241050,143758,서울특별시 광진구 자양동 227-7 지하1층 ,"서울특별시 광진구 아차산로 272, 지하1층 (자양동)",5065.0,(주)이마트자양점,기타식품판매업,,37.5378028,127.0726322
02 4691334,143-914,서울특별시 광진구 화양동 10-1 한아름빌딩1층,"서울특별시 광진구 능동로13길 39 (화양동,한아름빌딩1층)",5016.0,지에스(GS)더프레시 광진화양점,기타식품판매업,,37.5435023,127.0699004
,130030,서울특별시 동대문구 답십리동 265-4 답십리 근린생활시설 ,"서울특별시 동대문구 전농로 44, 답십리 근린생활시설 1층 (답십리동)",2615.0,조은할인마트,기타식품판매업,,37.5688047,127.0573354
0222467292,130805,서울특별시 동대문구 답십리동 530-11 ,"서울특별시 동대문구 고미술로 49, 지하1층 (답십리동)",2604.0,(주)이마트에브리데이답십리점,기타식품판매업,기타,37.567571,127.0532914
,130836,서울특별시 동대문구 장안동 108-5 ,"서울특별시 동대문구 한천로 190, 1층 (장안동)",2525.0,가자마트,기타식품판매업,,37.5778842,127.0685685
02  33948414,130844,서울특별시 동대문구 장안동 427-3 ,서울특별시 동대문구 장한로9길 24-5 (장안동),2629.0,장안두꺼비왕식자재마트 주식회사,기타식품판매업,,37.5664146,127.0659727
0269082123,130100,서울특별시 동대문구 장안동 580 ,"서울특별시 동대문구 한천로 42, 지하1층 (장안동)",2631.0,노브랜드동대문장안점,기타식품판매업,,37.5662733,127.0621813
02  962 6746,130875,서울특별시 동대문구 휘경동 151-3 (1층) ,"서울특별시 동대문구 휘경로 53 (휘경동, 1층)",2428.0,정할인마트이경시장(주),기타식품판매업,,37.5946054,127.0660318
02  951 9334,130827,서울특별시 동대문구 이문동 250-1 1층 ,"서울특별시 동대문구 이문로 200, 1층 (이문동)",2406.0,원마트,기타식품판매업,,37.6044247,127.0624309
02  22158015,130030,서울특별시 동대문구 답십리동 80-0 지하1층 ,"서울특별시 동대문구 전농로10길 20 (답십리동, 지하1층)",2536.0,1등마트,기타식품판매업,,37.5744795,127.0597451
02  472 5604,134-813,서울특별시 강동구 길동 384-1,서울특별시 강동구 성안로 176 (길동),5354.0,롯데슈퍼 길동점,기타식품판매업,,37.5385306,127.1363743
,130846,서울특별시 동대문구 장안동 462 ,"서울특별시 동대문구 장한로2길 33, 1층 (장안동)",2644.0,더드림식자재마트,기타식품판매업,,37.5622525,127.0671776
,130030,서울특별시 동대문구 답십리동 1003-2 ,"서울특별시 동대문구 답십리로 140, 지하1층 1호 (답십리동)",2598.0,세기할인마트,기타식품판매업,,37.5724723,127.0556424
,130865,서울특별시 동대문구 제기동 1019 경동시장 ,"서울특별시 동대문구 고산자로36길 3, 경동시장(신관) 2층 60101호 (제기동)",2571.0,노브랜드서울경동시장점,기타식품판매업,,37.57973,127.03854
,130060,서울특별시 동대문구 제기동 1212 한신아파트 ,"서울특별시 동대문구 고산자로 534, 상가동 지하1층 (제기동, 한신아파트)",2467.0,한신마트,기타식품판매업,,37.586666,127.037319
0222470321,130883,서울특별시 동대문구 답십리동 68-1 1층 ,"서울특별시 동대문구 전농로 94, 1층 (답십리동)",2538.0,성훈마트,기타식품판매업,,37.5731779,127.0577711
02 9591234,130826,서울특별시 동대문구 이문동 292-10 이마트이문점 ,"서울특별시 동대문구 이문로 136, 지하1층 (이문동, 이마트이문점)",2418.0,(주)이마트에브리데이 이문점,기타식품판매업,,37.598488,127.0618949
02  481 5200,134830,서울특별시 강동구 명일동 309-4 삼익상가,"서울특별시 강동구 양재대로 1666, 삼익상가 지하1층 (명일동)",5266.0,마켓프레고,기타식품판매업,,37.5543899,127.1448295
0233946006,130857,서울특별시 동대문구 전농동 518 동대문롯데캐슬노블레스 ,"서울특별시 동대문구 답십리로23길 30, 지하2층 1호, 2호, 3호 (전농동, 동대문롯데캐슬노블레스)",2551.0,전농플러스마트 주식회사,기타식품판매업,,37.5764456,127.0493621
02 4390600,131816,서울특별시 중랑구 면목동 101-1 ,서울특별시 중랑구 면목로74길 45 (면목동),2161.0,진흥마켓,기타식품판매업,,37.5898356,127.089891
0222499277,130805,서울특별시 동대문구 답십리동 488-18 센시티16,"서울특별시 동대문구 전농로 16, 1층 (답십리동, 센시티16)",2621.0,코끼리마트 답십리점,기타식품판매업,,37.5662931,127.0561502
02  962 8915,130-870,서울특별시 동대문구 청량리동 738,"서울특별시 동대문구 홍릉로 13 (청량리동, 1층일부)",2573.0,굿데이마트,기타식품판매업,,37.58143920000001,127.04439
0221738153,130-817,서울특별시 동대문구 용두동 33-1 지하2층,"서울특별시 동대문구 천호대로 133, 지하2층 (용두동)",2565.0,홈플러스(주)동대문점,기타식품판매업,,37.5745098,127.0387891
02  432 3100,131828,서울특별시 중랑구 면목동 650 ,서울특별시 중랑구 면목로39길 11 (면목동),2239.0,(주)이마트에브리데이 면목동점,기타식품판매업,,37.5795472,127.0862966
02 9637701,136818,서울특별시 성북구 석관동 270-1 1동 4호,"서울특별시 성북구 돌곶이로22가길 27, 1동 4호 (석관동)",2784.0,탑마트,기타식품판매업,,37.6091913,127.0602942
02 4348545,131-806,서울특별시 중랑구 망우동 410-1,서울특별시 중랑구 용마산로 494 (망우동),2182.0,홈플러스 익스프레스 망우점,기타식품판매업,,37.5973668,127.0955186
02 4399945,131879,서울특별시 중랑구 중화동 297-56 ,"서울특별시 중랑구 중랑역로 12, 1층 (중화동)",2109.0,(주)홍마트,기타식품판매업,,37.5953781,127.0767659
02 4938249,131809,서울특별시 중랑구 망우동 572 용마프라자 1층 ,"서울특별시 중랑구 봉우재로71길 18 (망우동,용마프라자 1층)",2167.0,우림시장식자재마트,기타식품판매업,,37.5963289,127.0988269
0234598000,131-883,서울특별시 중랑구 중화동 314-1,서울특별시 중랑구 동일로129길 35 (중화동),2104.0,홈플러스 슈퍼익스프레스 태릉점,기타식품판매업,,37.6035619,127.0817647
0220831052,131848,"서울특별시 중랑구 묵동 170-1 지하 1, 2층 ","서울특별시 중랑구 동일로 932 (묵동,지하 1, 2층)",2033.0,(주)이마트 묵동점,기타식품판매업,,37.6138455,127.0775528
02 4940016,131827,서울특별시 중랑구 면목동 353-55 (지1층) ,"서울특별시 중랑구 면목로35길 9, 지하1층 (면목동, 동진노블클래스)",2240.0,유마트면목점,기타식품판매업,,37.5780584,127.0852882
02  496 0900,131868,서울특별시 중랑구 신내동 405-1 ,서울특별시 중랑구 봉화산로 231 (신내동),2054.0,(주)가락공판장 신내점,기타식품판매업,,37.6082742,127.0983148
02 9732100,131848,서울특별시 중랑구 묵동 174-4 지1층 ,"서울특별시 중랑구 공릉로2길 7 (묵동, 지1층)",2034.0,365두리마트,기타식품판매업,,37.6122016,127.078474
02  492 5958,131813,서울특별시 중랑구 면목동 472-8 ,"서울특별시 중랑구 면목로44길 28, 1층 (면목동, 아람플러스리빙)",2214.0,(주)텃밭할인마트사가정역,기타식품판매업,,37.5808666,127.0896647
,131861,"서울특별시 중랑구 상봉동 136-50 지하01호, 지하02호, 지하03호, 지하04호 ","서울특별시 중랑구 망우로30길 8, 지하1층 지하01,지하02,지하03,지하04호 (상봉동)",2119.0,(주)진선우유통,기타식품판매업,,37.5928672,127.0742971
02 4358944,131876,서울특별시 중랑구 중화동 287-11 ,"서울특별시 중랑구 봉화산로 56, 지상1층 (중화동)",2088.0,(주)중랑식자재마트,기타식품판매업,,37.6013412,127.0804937
02 9480570,131850,서울특별시 중랑구 묵동 188-10 ,서울특별시 중랑구 동일로 842 (묵동),2046.0,서울원예농업협동조합,기타식품판매업,기타,37.60556,127.0789933
02 4955280,131-821,서울특별시 중랑구 면목동 160-1,"서울특별시 중랑구 동일로96길 20, 1층 (면목동)",2224.0,에이치케이세계로할인마트,기타식품판매업,,37.5845287,127.0809775
433 8022,131-802,서울특별시 중랑구 망우동 147-9,서울특별시 중랑구 용마산로118길 94 (망우동),2066.0,동서울농업협동조합 하나로마트 망우점,기타식품판매업,,37.6012084,127.1090882
0269228100,131-857,서울특별시 중랑구 상봉동 73-10 지1층,"서울특별시 중랑구 망우로 353 (상봉동, 지1층)",2087.0,홈플러스(주)서울상봉점,기타식품판매업,,37.5981008,127.0905139
02 9441052,136800,"서울특별시 성북구 길음동 25-2 지하1층, 1층 4층, 5층 ",서울특별시 성북구 도봉로 17 (길음동),2729.0,이마트미아점,기타식품판매업,,37.61085600000001,127.029728
,136836,서울특별시 성북구 장위동 229-28 ,"서울특별시 성북구 장위로 53, 1층 (장위동)",2755.0,(주)엘슈퍼마켓,기타식품판매업,,37.6148045,127.0470197
02 9431999,136802,서울특별시 성북구 길음동 540-2 ,"서울특별시 성북구 길음로7길 36-12, 지상1층 (길음동, 동경프라자)",2721.0,(주)월드마트길음,기타식품판매업,,37.603306,127.0219693
,136820,서울특별시 성북구 석관동 349-1 ,"서울특별시 성북구 화랑로 248, 지하1층 (석관동, 101호~105호)",2787.0,(주)진로식자재마트,기타식품판매업,,37.6103086,127.0569443
02   9368900,136817,서울특별시 성북구 석관동 135-2 스토니브룩오피스텔 ,"서울특별시 성북구 한천로66길 189, 스토니브룩오피스텔 1층 (석관동)",2781.0,농축수산물제이와이,기타식품판매업,,37.6131719,127.0656781
,136871,서울특별시 성북구 하월곡동 79-107 에스엠메디칼 ,"서울특별시 성북구 월계로 52, 에스엠메디칼 지하1층 B1,B2호 (하월곡동)",2741.0,진로할인마트,기타식품판매업,,37.6114335,127.0355473
02 7659998,136824,서울특별시 성북구 성북동 132-3 운석빌딩,"서울특별시 성북구 성북로 49, 운석빌딩 1층 (성북동)",2880.0,투민,기타식품판매업,,37.5920251,127.0024052
02  923 4287,136863,서울특별시 성북구 종암동 124-47 ,"서울특별시 성북구 종암로21길 116, 1층 (종암동)",2802.0,(주)종암진로마트,기타식품판매업,,37.6032849,127.0309021
,136863,서울특별시 성북구 종암동 3-1342 청한빌딩 ,"서울특별시 성북구 종암로 129, 청한빌딩 1층층 (종암동)",2803.0,웰빙마트,기타식품판매업,,37.6013926,127.0326577
0234230100,131-866,서울특별시 중랑구 신내동 797-0,서울특별시 중랑구 신내로14길 21 (신내동),2067.0,수협바다마트신내점,기타식품판매업,,37.6060541,127.0971415
,136-150,서울특별시 성북구 석관동 10 두산아파트 주상가동 B01호,"서울특별시 성북구 화랑로48길 16, 주상가동 지하1층 B01호 (석관동, 두산아파트)",2780.0,(주) 럭키할인마트,기타식품판매업,,37.6126553,127.0687059
02916 2012,136-826,서울특별시 성북구 장위동 118-2,서울특별시 성북구 장위로 189 (장위동),2764.0,우리농축산공판장,기타식품판매업,,37.6167672,127.055878
02 9218053,136060,서울특별시 성북구 돈암동 609-1 스카이프라자 동관 1401호 ,"서울특별시 성북구 성북로4길 52 (돈암동,스카이프라자 동관 1401호)",2831.0,(주)지에스리테일,기타식품판매업,주택가주변,37.5944161,127.0113828
0236720226,136823,서울특별시 성북구 성북동 94-1 ,"서울특별시 성북구 성북로 122, 지하1층 (성북동)",2837.0,(주)이마트에브리데이 성북동점,기타식품판매업,주택가주변,37.5940041,126.9961036
02 9185531,136120,서울특별시 성북구 상월곡동 101 동아아파트 상가동 B05호,"서울특별시 성북구 장월로1길 28, 상가동 B05호 (상월곡동,동아아파트)",2753.0,제일홈마트,기타식품판매업,,37.6078598,127.0454247
0232913333,136060,서울특별시 성북구 돈암동 636 브라운스톤 돈암아파트 상가동 101호,"서울특별시 성북구 북악산로 844, 상가동 101호 (돈암동, 브라운스톤 돈암 아파트)",2828.0,(주)지에스리테일GS수퍼성북돈암점,기타식품판매업,,37.5979283,127.0175498
070 42417046,136130,서울특별시 성북구 하월곡동 227 ,"서울특별시 성북구 화랑로11길 26, 지상1층층 (하월곡동, 갑을명가아파트 1층상가(100호 외 28개호))",2751.0,제이엘마켓탑,기타식품판매업,,37.6031426,127.04199
032 321 1135,122813,서울특별시 은평구 갈현동 469-1 호림리슈리안아파트,"서울특별시 은평구 서오릉로 174, 지하1층 B01호 (갈현동, 호림리슈리안아파트)",3336.0,(주)해성마트,기타식품판매업,,37.6128874,126.9141991
02 9126704,136130,서울특별시 성북구 하월곡동 222 월곡두산위브아파트 ,"서울특별시 성북구 오패산로 46, 상가동 157~160, 162~165호 (하월곡동, 월곡두산위브아파트)",2750.0,하나로마트월곡점,기타식품판매업,,37.6070327,127.0383656
02 9156683,136845,서울특별시 성북구 정릉동 407-3 (지상1층) ,"서울특별시 성북구 보국문로 23 (정릉동,(지상1층))",2710.0,세계로마트정릉점,기타식품판매업,,37.606625,127.0105014
,150-899,서울특별시 영등포구 영등포동 621,"서울특별시 영등포구 영신로9라길 2, 1층 (영등포동)",7366.0,홈마트,기타식품판매업,,37.5126405,126.9061164
0221171023,136-800,서울특별시 성북구 길음동 20-1 (지하1층),"서울특별시 성북구 동소문로 315, 지하1층 (길음동)",2730.0,(주)현대백화점미아점,기타식품판매업,,37.6083741,127.0287248
0236698124,136-865,서울특별시 성북구 하월곡동 46-73 코업스타클래스 (지하1층),"서울특별시 성북구 화랑로 76 (하월곡동,코업스타클래스 (지하1층))",2751.0,홈플러스(주)월곡점,기타식품판매업,,37.6018094,127.0403791
02 9420066,136110,서울특별시 성북구 길음동 1286 길음뉴타운9단지래미안상가 상가동 217호,"서울특별시 성북구 길음로9길 50, 상가동 217호 (길음동, 길음뉴타운9단지래미안상가 (217호~228호))",2721.0,(주)경기마트정릉,기타식품판매업,,37.6035622,127.0198289
0269361252,136130,"서울특별시 성북구 하월곡동 230 동일하이빌뉴시티 (지하1층,지하2층,지상1층) ","서울특별시 성북구 종암로 167, 지하1,2층,지상1층 (하월곡동, 동일하이빌뉴시티)",2734.0,(주)이마트 하월곡점,기타식품판매업,,37.6052674,127.0308419
02 9150097,136845,서울특별시 성북구 정릉동 404-3 ,"서울특별시 성북구 보국문로11길 5, 지상1층 (정릉동)",2710.0,금메달마트,기타식품판매업,,37.6081583,127.0096684
